87.9,94.51,98.38,99.46,99.95,100.0,99.98,100.0
81.38,96.32,97.36,99.75,100.0,100.0,100.0,100.0
96.72,92.16,99.31,99.16,99.9,100.0,99.95,100.0
88.38,94.12,98.32,99.45,99.94,100.0,99.97,100.0
